"seqID","accessionNumber","blastHit","blastSpecies","gene","geneFamily","eValue","TPM","FPKM","assembler","output"
"TRINITY_DN10134_c0_g1::TRINITY_DN10134_c0_g1_i2::g.28415::m.28415","gi|752778850|gb|GBSH01002034.1|","TSA: Boiga irregularis Birre_PPAPDC1B transcribed RNA sequence","Boiga irregularis","PPAPDC1B transcribed RNA sequence","TBD",0,10.9,40.62,"Trinity","Merger"
"TRINITY_DN10135_c0_g1::TRINITY_DN10135_c0_g1_i2::g.28434::m.28434","gi|752776865|gb|GBSH01002944.1|","TSA: Boiga irregularis Birre_TSR2 transcribed RNA sequence","Boiga irregularis","TSR2 transcribed RNA sequence","TBD",0,8.29,30.92,"Trinity","Merger"
"TRINITY_DN10135_c1_g1::TRINITY_DN10135_c1_g1_i1::g.28435::m.28435","gi|752779046|gb|GBSH01001936.1|","TSA: Boiga irregularis Birre_Pelota transcribed RNA sequence","Boiga irregularis","Pelota transcribed RNA sequence","TBD",0,10.51,39.18,"Trinity","Merger"
"TRINITY_DN10135_c2_g1::TRINITY_DN10135_c2_g1_i1::g.28436::m.28436",NA,NA,NA,NA,NA,NA,0,0,"Trinity","Merger"
"TRINITY_DN10137_c1_g1::TRINITY_DN10137_c1_g1_i1::g.28446::m.28446","ETE56638.1_1","Opha 5-oxoprolinase  ","Ophiophagus hannah","5-oxoprolinase  ","TBD",1.34e-72,2.94,10.97,"Trinity","Merger"
"TRINITY_DN10137_c1_g1::TRINITY_DN10137_c1_g1_i5::g.28444::m.28444","ETE56638.1_1","Opha 5-oxoprolinase  ","Ophiophagus hannah","5-oxoprolinase  ","TBD",4.02e-89,1.63,6.08,"Trinity","Merger"
"TRINITY_DN10137_c4_g1::TRINITY_DN10137_c4_g1_i1::g.28448::m.28448",NA,NA,NA,NA,NA,NA,2.58,9.61,"Trinity","Merger"
"TRINITY_DN10138_c0_g1::TRINITY_DN10138_c0_g1_i1::g.28488::m.28488","gi|699235088|gb|GBSI01000837.1|","Htorq_ERG3b transcribed RNA sequence","Hypsiglena sp","ERG3b transcribed RNA sequence","TBD",0,4.39,16.37,"Trinity","Merger"
"TRINITY_DN10138_c0_g1::TRINITY_DN10138_c0_g1_i3::g.28487::m.28487","gi|752780974|gb|GBSH01000984.1|","TSA: Boiga irregularis Birre_ER-Golgi3 transcribed RNA sequence","Boiga irregularis","ER-Golgi3 transcribed RNA sequence","TBD",0,7.26,27.07,"Trinity","Merger"
"TRINITY_DN10143_c0_g1::TRINITY_DN10143_c0_g1_i2::g.28439::m.28439","gi|752779553|gb|GBSH01001684.1|","TSA: Boiga irregularis Birre_MTA3 transcribed RNA sequence","Boiga irregularis","MTA3 transcribed RNA sequence","TBD",0,3.62,13.5,"Trinity","Merger"
"TRINITY_DN10148_c0_g1::TRINITY_DN10148_c0_g1_i2::g.28455::m.28455","gi|537445507|gb|GAEP01001844.1|","TSA: Micrurus fulvius Mfulv_UHRF1-1 mRNA sequence","Micrurus fulvius","UHRF1-1 mRNA sequence","TBD",1.68e-131,0,0,"Trinity","Merger"
"TRINITY_DN10148_c0_g1::TRINITY_DN10148_c0_g1_i3::g.28454::m.28454","gi|537445507|gb|GAEP01001844.1|","TSA: Micrurus fulvius Mfulv_UHRF1-1 mRNA sequence","Micrurus fulvius","UHRF1-1 mRNA sequence","TBD",0,5.51,20.54,"Trinity","Merger"
"TRINITY_DN1014_c0_g2::TRINITY_DN1014_c0_g2_i1::g.25204::m.25204","ETE60000.1_1","Opha X-linked retinitis pigmentosa GTPase regulator  ","Ophiophagus hannah","X-linked retinitis pigmentosa GTPase regulator  ","TBD",0,2.18,8.13,"Trinity","Merger"
"TRINITY_DN1014_c0_g3::TRINITY_DN1014_c0_g3_i1::g.25207::m.25207","ETE59266.1_1","Opha Fen1  ","Ophiophagus hannah","Fen1  ","TBD",1.59e-171,16.14,60.16,"Trinity","Merger"
"TRINITY_DN10151_c0_g1::TRINITY_DN10151_c0_g1_i1::g.28418::m.28418","gi|752779992|gb|GBSH01001465.1|","TSA: Boiga irregularis Birre_LeucRPPR transcribed RNA sequence","Boiga irregularis","LeucRPPR transcribed RNA sequence","TBD",0,19.54,72.84,"Trinity","Merger"
"TRINITY_DN10155_c0_g1::TRINITY_DN10155_c0_g1_i1::g.28490::m.28490","gi|521760110|gb|GAAZ01000362.1|","TSA: Crotalus horridus Chorr_C4orf29 mRNA sequence","Crotalus horridus","C4orf29 mRNA sequence","TBD",0,9.78,36.45,"Trinity","Merger"
"TRINITY_DN10157_c0_g1::TRINITY_DN10157_c0_g1_i1::g.28413::m.28413","ETE64559.1_1","Opha EH domain-binding protein 1  ","Ophiophagus hannah","EH domain-binding protein 1  ","TBD",0,2.79,10.4,"Trinity","Merger"
"TRINITY_DN1015_c0_g1::TRINITY_DN1015_c0_g1_i2::g.25308::m.25308","ETE73352.1_1","Opha Hyaluronidase-2  ","Ophiophagus hannah","Hyaluronidase-2  ","TBD",0,3.55,13.25,"Trinity","Merger"
"TRINITY_DN10164_c0_g1::TRINITY_DN10164_c0_g1_i2::g.28407::m.28407",NA,NA,NA,NA,NA,NA,1.95,7.25,"Trinity","Merger"
"TRINITY_DN10165_c0_g1::TRINITY_DN10165_c0_g1_i3::g.28411::m.28411",NA,NA,NA,NA,NA,NA,3.49,13.02,"Trinity","Merger"
"TRINITY_DN1016_c0_g1::TRINITY_DN1016_c0_g1_i1::g.25126::m.25126","gi|752782331|gb|GBSH01000361.1|","TSA: Boiga irregularis Birre_ATPaseVI11B transcribed RNA sequence","Boiga irregularis","ATPaseVI11B transcribed RNA sequence","TBD",0,3.7,13.8,"Trinity","Merger"
"TRINITY_DN10176_c0_g1::TRINITY_DN10176_c0_g1_i1::g.28474::m.28474","ETE62716.1_1","Opha Tripartite motif-containing protein 15  ","Ophiophagus hannah","Tripartite motif-containing protein 15  ","TBD",0,3.06,11.42,"Trinity","Merger"
"TRINITY_DN10179_c0_g1::TRINITY_DN10179_c0_g1_i3::g.28452::m.28452",NA,NA,NA,NA,NA,NA,1.33,4.96,"Trinity","Merger"
"TRINITY_DN1017_c0_g1::TRINITY_DN1017_c0_g1_i1::g.25121::m.25121",NA,NA,NA,NA,NA,NA,1.84,6.84,"Trinity","Merger"
"TRINITY_DN1017_c0_g1::TRINITY_DN1017_c0_g1_i2::g.25123::m.25123","ETE71524.1_1","Opha Eukaryotic translation initiation factor 2-alpha kinase 3  ","Ophiophagus hannah","Eukaryotic translation initiation factor 2-alpha kinase 3  ","TBD",0,1.18,4.39,"Trinity","Merger"
"TRINITY_DN10181_c0_g1::TRINITY_DN10181_c0_g1_i2::g.28485::m.28485","ETE63267.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",3.97e-106,2.67,9.97,"Trinity","Merger"
"TRINITY_DN10184_c0_g1::TRINITY_DN10184_c0_g1_i1::g.28459::m.28459","ETE64328.1_1","Opha Malectin ","Ophiophagus hannah","Malectin ","TBD",2.4e-109,0,0,"Trinity","Merger"
"TRINITY_DN10184_c0_g1::TRINITY_DN10184_c0_g1_i2::g.28460::m.28460","gi|537463424|gb|GAEP01000887.1|","TSA: Micrurus fulvius Mfulv_Malectin mRNA sequence","Micrurus fulvius","Malectin mRNA sequence","TBD",4.93e-151,1.68,6.25,"Trinity","Merger"
"TRINITY_DN10185_c0_g1::TRINITY_DN10185_c0_g1_i1::g.28437::m.28437","ETE69904.1_1","Opha SCL-interrupting locus protein ","Ophiophagus hannah","SCL-interrupting locus protein ","TBD",0,3.59,13.36,"Trinity","Merger"
"TRINITY_DN10185_c0_g3::TRINITY_DN10185_c0_g3_i1::g.28438::m.28438","ETE66876.1_1","Opha Receptor-type tyrosine-protein phosphatase mu  ","Ophiophagus hannah","Receptor-type tyrosine-protein phosphatase mu  ","TBD",0,1.48,5.52,"Trinity","Merger"
"TRINITY_DN10188_c0_g1::TRINITY_DN10188_c0_g1_i1::g.28451::m.28451",NA,NA,NA,NA,NA,NA,2.79,10.41,"Trinity","Merger"
"TRINITY_DN1018_c0_g1::TRINITY_DN1018_c0_g1_i11::g.25091::m.25091","ETE62157.1_1","Opha SPS1/STE20-related protein kinase YSK4  ","Ophiophagus hannah","SPS1/STE20-related protein kinase YSK4  ","TBD",0,8.61,32.08,"Trinity","Merger"
"TRINITY_DN1018_c0_g1::TRINITY_DN1018_c0_g1_i2::g.25096::m.25096","gi|752780131|gb|GBSH01001396.1|","TSA: Boiga irregularis Birre_KchanK1 transcribed RNA sequence","Boiga irregularis","KchanK1 transcribed RNA sequence","TBD",0,1.31,4.89,"Trinity","Merger"
"TRINITY_DN10190_c0_g1::TRINITY_DN10190_c0_g1_i3::g.28489::m.28489","gi|752779978|gb|GBSH01001472.1|","TSA: Boiga irregularis Birre_LeuZipper1 transcribed RNA sequence","Boiga irregularis","LeuZipper1 transcribed RNA sequence","TBD",0,5.05,18.84,"Trinity","Merger"
"TRINITY_DN10195_c0_g1::TRINITY_DN10195_c0_g1_i1::g.28431::m.28431","ETE63453.1_1","Opha putative methyltransferase C20orf7 ","Ophiophagus hannah","putative methyltransferase C20orf7 ","TBD",0,2.8,10.44,"Trinity","Merger"
"TRINITY_DN10196_c1_g1::TRINITY_DN10196_c1_g1_i1::g.28466::m.28466","ETE69671.1_1","Opha Exostosin-1  ","Ophiophagus hannah","Exostosin-1  ","TBD",0,7.52,28.03,"Trinity","Merger"
"TRINITY_DN10198_c0_g1::TRINITY_DN10198_c0_g1_i10::g.28478::m.28478","ETE59731.1_1","Opha YLP motif-containing protein 1  ","Ophiophagus hannah","YLP motif-containing protein 1  ","TBD",0,0.16,0.6,"Trinity","Merger"
"TRINITY_DN10198_c0_g1::TRINITY_DN10198_c0_g1_i11::g.28475::m.28475","ETE59731.1_1","Opha YLP motif-containing protein 1  ","Ophiophagus hannah","YLP motif-containing protein 1  ","TBD",0,8.41,31.37,"Trinity","Merger"
"TRINITY_DN10198_c0_g1::TRINITY_DN10198_c0_g1_i5::g.28477::m.28477",NA,NA,NA,NA,NA,NA,9.12,33.99,"Trinity","Merger"
"TRINITY_DN10198_c0_g2::TRINITY_DN10198_c0_g2_i1::g.28482::m.28482","ETE68184.1_1","Opha Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16  ","Ophiophagus hannah","Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16  ","TBD",8.78e-56,7.45,27.78,"Trinity","Merger"
"TRINITY_DN1019_c0_g1::TRINITY_DN1019_c0_g1_i3::g.25267::m.25267","ETE73048.1_1","Opha putative E3 ubiquitin-protein ligase HERC1  ","Ophiophagus hannah","putative E3 ubiquitin-protein ligase HERC1  ","TBD",0,2.67,9.97,"Trinity","Merger"
"TRINITY_DN1019_c2_g1::TRINITY_DN1019_c2_g1_i2::g.25272::m.25272",NA,NA,NA,NA,NA,NA,1.4,5.21,"Trinity","Merger"
"TRINITY_DN1019_c2_g1::TRINITY_DN1019_c2_g1_i3::g.25275::m.25275",NA,NA,NA,NA,NA,NA,2.19,8.17,"Trinity","Merger"
"TRINITY_DN1019_c3_g1::TRINITY_DN1019_c3_g1_i2::g.25276::m.25276","ETE61906.1_1","Opha Transcription elongation factor SPT6 ","Ophiophagus hannah","Transcription elongation factor SPT6 ","TBD",3.38e-40,2.4,8.93,"Trinity","Merger"
"TRINITY_DN101_c0_g1::TRINITY_DN101_c0_g1_i1::g.18828::m.18828","ETE58940.1_1","Opha Translational activator GCN1  ","Ophiophagus hannah","Translational activator GCN1  ","TBD",0,5.21,19.44,"Trinity","Merger"
"TRINITY_DN101_c1_g1::TRINITY_DN101_c1_g1_i1::g.18829::m.18829","gi|752776397|gb|GBSH01003157.1|","TSA: Boiga irregularis Birre_YEATS-4 transcribed RNA sequence","Boiga irregularis","YEATS-4 transcribed RNA sequence","TBD",0,14.93,55.65,"Trinity","Merger"
"TRINITY_DN10200_c0_g1::TRINITY_DN10200_c0_g1_i1::g.16367::m.16367",NA,NA,NA,NA,NA,NA,2.53,9.43,"Trinity","Merger"
"TRINITY_DN10202_c0_g1::TRINITY_DN10202_c0_g1_i1::g.16304::m.16304",NA,NA,NA,NA,NA,NA,3.4,12.67,"Trinity","Merger"
"TRINITY_DN10203_c0_g1::TRINITY_DN10203_c0_g1_i1::g.16303::m.16303",NA,NA,NA,NA,NA,NA,4.23,15.77,"Trinity","Merger"
"TRINITY_DN10206_c1_g1::TRINITY_DN10206_c1_g1_i1::g.16403::m.16403","ETE70827.1_1","Opha 40S ribosomal protein S3a ","Ophiophagus hannah","40S ribosomal protein S3a ","TBD",2.11e-35,0,0,"Trinity","Merger"
"TRINITY_DN10206_c1_g1::TRINITY_DN10206_c1_g1_i2::g.16402::m.16402",NA,NA,NA,NA,NA,NA,10.47,39.04,"Trinity","Merger"
"TRINITY_DN1020_c0_g1::TRINITY_DN1020_c0_g1_i10::g.25189::m.25189",NA,NA,NA,NA,NA,NA,5.26,19.6,"Trinity","Merger"
"TRINITY_DN1020_c0_g1::TRINITY_DN1020_c0_g1_i12::g.25191::m.25191",NA,NA,NA,NA,NA,NA,1.09,4.07,"Trinity","Merger"
"TRINITY_DN1020_c0_g1::TRINITY_DN1020_c0_g1_i18::g.25188::m.25188",NA,NA,NA,NA,NA,NA,4.96,18.5,"Trinity","Merger"
"TRINITY_DN1020_c0_g1::TRINITY_DN1020_c0_g1_i20::g.25190::m.25190",NA,NA,NA,NA,NA,NA,3.91,14.58,"Trinity","Merger"
"TRINITY_DN1020_c0_g1::TRINITY_DN1020_c0_g1_i7::g.25185::m.25185",NA,NA,NA,NA,NA,NA,2.64,9.82,"Trinity","Merger"
"TRINITY_DN10214_c0_g1::TRINITY_DN10214_c0_g1_i1::g.16355::m.16355",NA,NA,NA,NA,NA,NA,1.93,7.21,"Trinity","Merger"
"TRINITY_DN10215_c0_g1::TRINITY_DN10215_c0_g1_i1::g.16325::m.16325","ETE69625.1_1","Opha Methionine aminopeptidase 1D  ","Ophiophagus hannah","Methionine aminopeptidase 1D  ","TBD",0,3.27,12.18,"Trinity","Merger"
"TRINITY_DN10216_c0_g1::TRINITY_DN10216_c0_g1_i1::g.16341::m.16341","gi|752778904|gb|GBSH01002007.1|","TSA: Boiga irregularis Birre_PLIDOM transcribed RNA sequence","Boiga irregularis","PLIDOM transcribed RNA sequence","TBD",0,17.35,64.68,"Trinity","Merger"
"TRINITY_DN10219_c0_g1::TRINITY_DN10219_c0_g1_i2::g.16362::m.16362","gi|537467202|gb|GAEP01000233.1|","TSA: Micrurus fulvius Mfulv_C28orf mRNA sequence","Micrurus fulvius","C28orf mRNA sequence","TBD",2.49e-154,1.99,7.42,"Trinity","Merger"
"TRINITY_DN1021_c0_g1::TRINITY_DN1021_c0_g1_i13::g.25167::m.25167",NA,NA,NA,NA,NA,NA,0,0,"Trinity","Merger"
"TRINITY_DN1021_c0_g1::TRINITY_DN1021_c0_g1_i27::g.25164::m.25164",NA,NA,NA,NA,NA,NA,18.47,68.84,"Trinity","Merger"
"TRINITY_DN1021_c0_g1::TRINITY_DN1021_c0_g1_i38::g.25166::m.25166",NA,NA,NA,NA,NA,NA,8.43,31.43,"Trinity","Merger"
"TRINITY_DN1021_c14_g1::TRINITY_DN1021_c14_g1_i1::g.25168::m.25168",NA,NA,NA,NA,NA,NA,1.63,6.07,"Trinity","Merger"
"TRINITY_DN10224_c0_g1::TRINITY_DN10224_c0_g1_i1::g.16310::m.16310","gi|537445188|gb|GAEP01001887.1|","TSA: Micrurus fulvius Mfulv_Vezatin mRNA sequence","Micrurus fulvius","Vezatin mRNA sequence","TBD",0,6.95,25.91,"Trinity","Merger"
"TRINITY_DN10226_c0_g1::TRINITY_DN10226_c0_g1_i1::g.16371::m.16371","ETE70223.1_1","Opha Prostaglandin E2 receptor EP4 subtype  ","Ophiophagus hannah","Prostaglandin E2 receptor EP4 subtype  ","TBD",0,2.33,8.67,"Trinity","Merger"
"TRINITY_DN10227_c0_g1::TRINITY_DN10227_c0_g1_i1::g.16302::m.16302","gi|752778534|gb|GBSH01002180.1|","TSA: Boiga irregularis Birre_Rab27B transcribed RNA sequence","Boiga irregularis","Rab27B transcribed RNA sequence","TBD",0,2.43,9.04,"Trinity","Merger"
"TRINITY_DN1022_c0_g2::TRINITY_DN1022_c0_g2_i1::g.25322::m.25322","ETE62715.1_1","Opha Zinc finger protein RFP  ","Ophiophagus hannah","Zinc finger protein RFP  ","TBD",2.81e-159,3.99,14.88,"Trinity","Merger"
"TRINITY_DN1022_c2_g1::TRINITY_DN1022_c2_g1_i1::g.25323::m.25323","ETE70089.1_1","Opha Zinc finger protein Rlf  ","Ophiophagus hannah","Zinc finger protein Rlf  ","TBD",0,2.54,9.48,"Trinity","Merger"
"TRINITY_DN10230_c0_g1::TRINITY_DN10230_c0_g1_i1::g.16354::m.16354","gi|752779826|gb|GBSH01001548.1|","TSA: Boiga irregularis Birre_MAPKIN4 transcribed RNA sequence","Boiga irregularis","MAPKIN4 transcribed RNA sequence","TBD",1.03e-98,1.14,4.25,"Trinity","Merger"
"TRINITY_DN10230_c0_g1::TRINITY_DN10230_c0_g1_i2::g.16353::m.16353","gi|752779826|gb|GBSH01001548.1|","TSA: Boiga irregularis Birre_MAPKIN4 transcribed RNA sequence","Boiga irregularis","MAPKIN4 transcribed RNA sequence","TBD",0,0.98,3.67,"Trinity","Merger"
"TRINITY_DN10239_c0_g1::TRINITY_DN10239_c0_g1_i1::g.16324::m.16324","ETE70064.1_1","Opha hypothetical protein  ","Ophiophagus hannah","hypothetical protein  ","TBD",0,4.86,18.11,"Trinity","Merger"
"TRINITY_DN1023_c0_g1::TRINITY_DN1023_c0_g1_i15::g.25294::m.25294","gi|752780731|gb|GBSH01001103.1|","TSA: Boiga irregularis Birre_FragileX1B transcribed RNA sequence","Boiga irregularis","FragileX1B transcribed RNA sequence","TBD",0,1.26,4.69,"Trinity","Merger"
"TRINITY_DN1023_c0_g1::TRINITY_DN1023_c0_g1_i6::g.25293::m.25293","gi|752780731|gb|GBSH01001103.1|","TSA: Boiga irregularis Birre_FragileX1B transcribed RNA sequence","Boiga irregularis","FragileX1B transcribed RNA sequence","TBD",1.85e-161,2.41,9,"Trinity","Merger"
"TRINITY_DN1023_c0_g1::TRINITY_DN1023_c0_g1_i7::g.25295::m.25295","gi|537464905|gb|GAEP01000611.1|","TSA: Micrurus fulvius Mfulv_FragileX1B mRNA sequence","Micrurus fulvius","FragileX1B mRNA sequence","TBD",0,0,0,"Trinity","Merger"
"TRINITY_DN1023_c0_g1::TRINITY_DN1023_c0_g1_i9::g.25292::m.25292","gi|537464905|gb|GAEP01000611.1|","TSA: Micrurus fulvius Mfulv_FragileX1B mRNA sequence","Micrurus fulvius","FragileX1B mRNA sequence","TBD",0,2.44,9.09,"Trinity","Merger"
"TRINITY_DN10241_c0_g1::TRINITY_DN10241_c0_g1_i1::g.16370::m.16370","gi|752779558|gb|GBSH01001682.1|","TSA: Boiga irregularis Birre_MS4A12 transcribed RNA sequence","Boiga irregularis","MS4A12 transcribed RNA sequence","TBD",6.74e-140,1.5,5.6,"Trinity","Merger"
"TRINITY_DN10243_c0_g1::TRINITY_DN10243_c0_g1_i2::g.16321::m.16321","ETE72375.1_1","Opha Centlein  ","Ophiophagus hannah","Centlein  ","TBD",1.82e-161,1.33,4.95,"Trinity","Merger"
"TRINITY_DN10243_c0_g1::TRINITY_DN10243_c0_g1_i3::g.16322::m.16322","ETE72375.1_1","Opha Centlein  ","Ophiophagus hannah","Centlein  ","TBD",0,7.77,28.98,"Trinity","Merger"
"TRINITY_DN10244_c0_g1::TRINITY_DN10244_c0_g1_i1::g.16395::m.16395","gi|699234404|gb|GBSI01001179.1|","Htorq_InterferonTF3g transcribed RNA sequence","Hypsiglena sp","InterferonTF3g transcribed RNA sequence","TBD",5.98e-147,2.27,8.46,"Trinity","Merger"
"TRINITY_DN10247_c0_g1::TRINITY_DN10247_c0_g1_i2::g.16386::m.16386","ETE70417.1_1","Opha Kinesin-like protein KIF6  ","Ophiophagus hannah","Kinesin-like protein KIF6  ","TBD",0,1.91,7.11,"Trinity","Merger"
"TRINITY_DN10248_c0_g1::TRINITY_DN10248_c0_g1_i2::g.16363::m.16363","gi|521752535|gb|GAAZ01003013.1|","TSA: Crotalus horridus Chorr_ZF-UFM1 mRNA sequence","Crotalus horridus","ZF-UFM1 mRNA sequence","TBD",0,7.37,27.46,"Trinity","Merger"
"TRINITY_DN10248_c0_g2::TRINITY_DN10248_c0_g2_i1::g.16365::m.16365","gi|752777533|gb|GBSH01002628.1|","TSA: Boiga irregularis Birre_STK-PIM2 transcribed RNA sequence","Boiga irregularis","STK-PIM2 transcribed RNA sequence","TBD",0,4.14,15.42,"Trinity","Merger"
"TRINITY_DN1024_c0_g1::TRINITY_DN1024_c0_g1_i2::g.25097::m.25097","gi|537466467|gb|GAEP01000414.1|","TSA: Micrurus fulvius Mfulv_Cytc-5A mRNA sequence","Micrurus fulvius","Cytc-5A mRNA sequence","TBD",0,161.45,601.83,"Trinity","Merger"
"TRINITY_DN10251_c0_g1::TRINITY_DN10251_c0_g1_i1::g.16349::m.16349","ETE73367.1_1","Opha hypothetical protein ","Ophiophagus hannah","hypothetical protein ","TBD",1.18e-162,53.34,198.83,"Trinity","Merger"
"TRINITY_DN10254_c0_g1::TRINITY_DN10254_c0_g1_i2::g.16391::m.16391",NA,NA,NA,NA,NA,NA,4.48,16.7,"Trinity","Merger"
"TRINITY_DN10257_c0_g1::TRINITY_DN10257_c0_g1_i5::g.16344::m.16344",NA,NA,NA,NA,NA,NA,4.87,18.14,"Trinity","Merger"
"TRINITY_DN10257_c1_g1::TRINITY_DN10257_c1_g1_i1::g.16345::m.16345","gi|752779818|gb|GBSH01001552.1|","TSA: Boiga irregularis Birre_MARVEL2 transcribed RNA sequence","Boiga irregularis","MARVEL2 transcribed RNA sequence","TBD",0,2.43,9.06,"Trinity","Merger"
"TRINITY_DN10258_c0_g1::TRINITY_DN10258_c0_g1_i1::g.16398::m.16398","ETE61536.1_1","Opha ATP synthase subunit delta  ","Ophiophagus hannah","ATP synthase subunit delta  ","TBD",8.95e-91,62.86,234.32,"Trinity","Merger"
"TRINITY_DN10258_c0_g1::TRINITY_DN10258_c0_g1_i2::g.16397::m.16397",NA,NA,NA,NA,NA,NA,2.66,9.9,"Trinity","Merger"
"TRINITY_DN10258_c0_g3::TRINITY_DN10258_c0_g3_i1::g.16400::m.16400","ETE69856.1_1","Opha Rho GTPase-activating protein 11A  ","Ophiophagus hannah","Rho GTPase-activating protein 11A  ","TBD",1.1e-178,1.99,7.43,"Trinity","Merger"
"TRINITY_DN10258_c1_g1::TRINITY_DN10258_c1_g1_i1::g.16401::m.16401","ETE67513.1_1","Opha Prickle-like protein 2  ","Ophiophagus hannah","Prickle-like protein 2  ","TBD",0,4.56,17.01,"Trinity","Merger"
"TRINITY_DN10259_c0_g1::TRINITY_DN10259_c0_g1_i1::g.16315::m.16315","ETE62332.1_1","Opha Polyhomeotic-like protein 1  ","Ophiophagus hannah","Polyhomeotic-like protein 1  ","TBD",6.09e-161,1.47,5.48,"Trinity","Merger"
"TRINITY_DN1025_c0_g1::TRINITY_DN1025_c0_g1_i1::g.25035::m.25035",NA,NA,NA,NA,NA,NA,12.68,47.28,"Trinity","Merger"
"TRINITY_DN1025_c0_g1::TRINITY_DN1025_c0_g1_i2::g.25036::m.25036",NA,NA,NA,NA,NA,NA,0.61,2.26,"Trinity","Merger"
"TRINITY_DN10260_c0_g1::TRINITY_DN10260_c0_g1_i1::g.16348::m.16348",NA,NA,NA,NA,NA,NA,3.49,12.99,"Trinity","Merger"
"TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i1::g.16357::m.16357","gi|752780315|gb|GBSH01001307.1|","TSA: Boiga irregularis Birre_HMGCoASyn transcribed RNA sequence","Boiga irregularis","HMGCoASyn transcribed RNA sequence","TBD",0,7.62,28.4,"Trinity","Merger"
"TRINITY_DN10263_c0_g1::TRINITY_DN10263_c0_g1_i8::g.16359::m.16359","ETE72258.1_1","Opha Sickle tail protein ","Ophiophagus hannah","Sickle tail protein ","TBD",0,5.68,21.18,"Trinity","Merger"
"TRINITY_DN10266_c0_g1::TRINITY_DN10266_c0_g1_i1::g.16314::m.16314","gi|699236489|gb|GBSI01000136.1|","Htorq_ActinLIM1 transcribed RNA sequence","Hypsiglena sp","ActinLIM1 transcribed RNA sequence","TBD",5.51e-156,8.06,30.06,"Trinity","Merger"
"TRINITY_DN10269_c0_g1::TRINITY_DN10269_c0_g1_i1::g.16396::m.16396",NA,NA,NA,NA,NA,NA,0.69,2.57,"Trinity","Merger"
"TRINITY_DN1026_c0_g1::TRINITY_DN1026_c0_g1_i2::g.25012::m.25012","gi|699236187|gb|GBSI01000287.1|","Htorq_ATPaseInh-1 transcribed RNA sequence","Hypsiglena sp","ATPaseInh-1 transcribed RNA sequence","TBD",1.28e-172,233.97,872.17,"Trinity","Merger"
"TRINITY_DN10270_c0_g1::TRINITY_DN10270_c0_g1_i2::g.16378::m.16378","ETE73474.1_1","Opha Protein Mis18-alpha  ","Ophiophagus hannah","Protein Mis18-alpha  ","TBD",0,1.9,7.09,"Trinity","Merger"
"TRINITY_DN10272_c0_g1::TRINITY_DN10272_c0_g1_i1::g.16351::m.16351","gi|521759242|gb|GAAZ01000575.1|","TSA: Crotalus horridus Chorr_Cornichon mRNA sequence","Crotalus horridus","Cornichon mRNA sequence","TBD",0,12.36,46.09,"Trinity","Merger"
"TRINITY_DN10273_c0_g1::TRINITY_DN10273_c0_g1_i3::g.16313::m.16313",NA,NA,NA,NA,NA,NA,3.32,12.37,"Trinity","Merger"
"TRINITY_DN10275_c1_g1::TRINITY_DN10275_c1_g1_i2::g.16379::m.16379","ETE63312.1_1","Opha Zinc finger MYND domain-containing protein 17  ","Ophiophagus hannah","Zinc finger MYND domain-containing protein 17  ","TBD",0,1.76,6.56,"Trinity","Merger"
"TRINITY_DN10275_c1_g1::TRINITY_DN10275_c1_g1_i4::g.16382::m.16382",NA,NA,NA,NA,NA,NA,12.6,46.96,"Trinity","Merger"
"TRINITY_DN10275_c4_g1::TRINITY_DN10275_c4_g1_i1::g.16384::m.16384","gi|752777225|gb|GBSH01002769.1|","TSA: Boiga irregularis Birre_THIOs2 transcribed RNA sequence","Boiga irregularis","THIOs2 transcribed RNA sequence","TBD",2.32e-149,3.26,12.15,"Trinity","Merger"
"TRINITY_DN10277_c0_g1::TRINITY_DN10277_c0_g1_i2::g.16377::m.16377","ETE64088.1_1","Opha Spindle and kinetochore-associated protein 3 ","Ophiophagus hannah","Spindle and kinetochore-associated protein 3 ","TBD",0,1.87,6.96,"Trinity","Merger"
"TRINITY_DN1027_c0_g1::TRINITY_DN1027_c0_g1_i2::g.25004::m.25004","ETE71412.1_1","Opha NACHT and WD repeat domain-containing protein 1  ","Ophiophagus hannah","NACHT and WD repeat domain-containing protein 1  ","TBD",0,3.65,13.59,"Trinity","Merger"
"TRINITY_DN10280_c0_g1::TRINITY_DN10280_c0_g1_i2::g.16366::m.16366","ETE61924.1_1","Opha Sentrin-specific protease 5  ","Ophiophagus hannah","Sentrin-specific protease 5  ","TBD",1.6e-71,3,11.2,"Trinity","Merger"
"TRINITY_DN10286_c0_g1::TRINITY_DN10286_c0_g1_i1::g.16347::m.16347",NA,NA,NA,NA,NA,NA,1.91,7.12,"Trinity","Merger"
"TRINITY_DN10287_c0_g1::TRINITY_DN10287_c0_g1_i7::g.16331::m.16331","ETE72827.1_1","Opha putative ATP-dependent RNA helicase DDX17 ","Ophiophagus hannah","putative ATP-dependent RNA helicase DDX17 ","TBD",0,3.8,14.15,"Trinity","Merger"
